'global_time':0.02, 'head_vector_x':0, 'head_vector_y':0, 'head_vector_z':1
'global_time':14.71393, 'head_vector_x':-0.266982, 'head_vector_y':0.3798658, 'head_vector_z':0.8856763
'global_time':14.72512, 'head_vector_x':-0.2680492, 'head_vector_y':0.3787512, 'head_vector_z':0.8858314
'global_time':14.73637, 'head_vector_x':-0.2689446, 'head_vector_y':0.3773167, 'head_vector_z':0.8861721
'global_time':14.74804, 'head_vector_x':-0.2699529, 'head_vector_y':0.3754869, 'head_vector_z':0.8866426
'global_time':14.75984, 'head_vector_x':-0.2714846, 'head_vector_y':0.373476, 'head_vector_z':0.8870241
'global_time':14.77068, 'head_vector_x':-0.2729481, 'head_vector_y':0.3714752, 'head_vector_z':0.8874151
'global_time':14.78201, 'head_vector_x':-0.2753918, 'head_vector_y':0.3693362, 'head_vector_z':0.8875529
'global_time':14.79351, 'head_vector_x':-0.2782051, 'head_vector_y':0.3673069, 'head_vector_z':0.8875177
'global_time':14.80475, 'head_vector_x':-0.2817192, 'head_vector_y':0.3655191, 'head_vector_z':0.8871471
'global_time':14.8165, 'head_vector_x':-0.2856148, 'head_vector_y':0.3637947, 'head_vector_z':0.8866102
'global_time':14.83083, 'head_vector_x':-0.2900553, 'head_vector_y':0.3622184, 'head_vector_z':0.8858136
'global_time':14.84269, 'head_vector_x':-0.2948806, 'head_vector_y':0.3604995, 'head_vector_z':0.8849212
'global_time':14.85333, 'head_vector_x':-0.2998743, 'head_vector_y':0.3596952, 'head_vector_z':0.8835694
'global_time':14.86447, 'head_vector_x':-0.3048255, 'head_vector_y':0.3592414, 'head_vector_z':0.8820584
'global_time':14.87523, 'head_vector_x':-0.3099367, 'head_vector_y':0.3594384, 'head_vector_z':0.880195
'global_time':14.88584, 'head_vector_x':-0.3154041, 'head_vector_y':0.3603667, 'head_vector_z':0.8778702
'global_time':14.89528, 'head_vector_x':-0.3210803, 'head_vector_y':0.3607981, 'head_vector_z':0.8756325
'global_time':14.90518, 'head_vector_x':-0.3275413, 'head_vector_y':0.361598, 'head_vector_z':0.8729053
'global_time':14.91721, 'head_vector_x':-0.3338891, 'head_vector_y':0.3622124, 'head_vector_z':0.8702415
'global_time':14.92742, 'head_vector_x':-0.3400679, 'head_vector_y':0.3634406, 'head_vector_z':0.867332
'global_time':14.93772, 'head_vector_x':-0.3462871, 'head_vector_y':0.3649631, 'head_vector_z':0.8642263
'global_time':14.94835, 'head_vector_x':-0.3521498, 'head_vector_y':0.3668573, 'head_vector_z':0.8610495
'global_time':14.9601, 'head_vector_x':-0.3577923, 'head_vector_y':0.3693052, 'head_vector_z':0.8576703
'global_time':14.97244, 'head_vector_x':-0.3628533, 'head_vector_y':0.3714679, 'head_vector_z':0.8546047
'global_time':14.98431, 'head_vector_x':-0.3675234, 'head_vector_y':0.3733038, 'head_vector_z':0.8518045
'global_time':14.99454, 'head_vector_x':-0.3720039, 'head_vector_y':0.3748807, 'head_vector_z':0.8491629
'global_time':15.00583, 'head_vector_x':-0.3758499, 'head_vector_y':0.376262, 'head_vector_z':0.8468553
'global_time':15.01637, 'head_vector_x':-0.3797739, 'head_vector_y':0.3776334, 'head_vector_z':0.8444909
'global_time':15.02858, 'head_vector_x':-0.3837237, 'head_vector_y':0.3786116, 'head_vector_z':0.8422644
'global_time':15.04015, 'head_vector_x':-0.3881223, 'head_vector_y':0.3796129, 'head_vector_z':0.8397948
'global_time':15.05306, 'head_vector_x':-0.393176, 'head_vector_y':0.3803298, 'head_vector_z':0.8371152
'global_time':15.06428, 'head_vector_x':-0.3984093, 'head_vector_y':0.3811762, 'head_vector_z':0.834251
'global_time':15.07611, 'head_vector_x':-0.4042956, 'head_vector_y':0.3817721, 'head_vector_z':0.8311409
'global_time':15.0871, 'head_vector_x':-0.4103992, 'head_vector_y':0.3821834, 'head_vector_z':0.8279544
'global_time':15.09854, 'head_vector_x':-0.4167721, 'head_vector_y':0.3823293, 'head_vector_z':0.8246971
'global_time':15.11018, 'head_vector_x':-0.4242372, 'head_vector_y':0.3821772, 'head_vector_z':0.8209528
'global_time':15.12007, 'head_vector_x':-0.4313773, 'head_vector_y':0.3817382, 'head_vector_z':0.8174286
'global_time':15.13086, 'head_vector_x':-0.4390205, 'head_vector_y':0.3812093, 'head_vector_z':0.8135973
'global_time':15.14165, 'head_vector_x':-0.4471732, 'head_vector_y':0.3804554, 'head_vector_z':0.8094997
'global_time':15.15329, 'head_vector_x':-0.4556661, 'head_vector_y':0.3795312, 'head_vector_z':0.805186
'global_time':15.16416, 'head_vector_x':-0.4640229, 'head_vector_y':0.3788199, 'head_vector_z':0.8007361
'global_time':15.17578, 'head_vector_x':-0.4727732, 'head_vector_y':0.3780527, 'head_vector_z':0.7959659
'global_time':15.18503, 'head_vector_x':-0.4812196, 'head_vector_y':0.3775408, 'head_vector_z':0.7911325
'global_time':15.19571, 'head_vector_x':-0.4896613, 'head_vector_y':0.3772284, 'head_vector_z':0.7860856
'global_time':15.20546, 'head_vector_x':-0.4978048, 'head_vector_y':0.3766397, 'head_vector_z':0.7812381
'global_time':15.21534, 'head_vector_x':-0.5062503, 'head_vector_y':0.3759042, 'head_vector_z':0.7761486
'global_time':15.22625, 'head_vector_x':-0.5143955, 'head_vector_y':0.3750212, 'head_vector_z':0.7712045
'global_time':15.23849, 'head_vector_x':-0.5224262, 'head_vector_y':0.373954, 'head_vector_z':0.7663089
'global_time':15.2482, 'head_vector_x':-0.5302944, 'head_vector_y':0.3732158, 'head_vector_z':0.7612475
'global_time':15.25964, 'head_vector_x':-0.5378573, 'head_vector_y':0.372492, 'head_vector_z':0.7562798
'global_time':15.26787, 'head_vector_x':-0.5450594, 'head_vector_y':0.3719642, 'head_vector_z':0.7513674
'global_time':15.27882, 'head_vector_x':-0.5520481, 'head_vector_y':0.3715894, 'head_vector_z':0.7464344
'global_time':15.29092, 'head_vector_x':-0.5585928, 'head_vector_y':0.3712108, 'head_vector_z':0.741739
'global_time':15.30132, 'head_vector_x':-0.5643908, 'head_vector_y':0.3709759, 'head_vector_z':0.737455
'global_time':15.31551, 'head_vector_x':-0.5702993, 'head_vector_y':0.3706595, 'head_vector_z':0.7330555
'global_time':15.32654, 'head_vector_x':-0.5758504, 'head_vector_y':0.3698424, 'head_vector_z':0.729118
'global_time':15.33841, 'head_vector_x':-0.5815297, 'head_vector_y':0.3689813, 'head_vector_z':0.7250351
'global_time':15.34811, 'head_vector_x':-0.5868347, 'head_vector_y':0.3677875, 'head_vector_z':0.7213581
'global_time':15.36011, 'head_vector_x':-0.5923913, 'head_vector_y':0.3663253, 'head_vector_z':0.7175503
'global_time':15.36978, 'head_vector_x':-0.5976607, 'head_vector_y':0.3653054, 'head_vector_z':0.7136902
'global_time':15.38041, 'head_vector_x':-0.603414, 'head_vector_y':0.3644565, 'head_vector_z':0.7092694
'global_time':15.39224, 'head_vector_x':-0.6099164, 'head_vector_y':0.3643047, 'head_vector_z':0.7037642
'global_time':15.40291, 'head_vector_x':-0.6169415, 'head_vector_y':0.3644351, 'head_vector_z':0.6975459
'global_time':15.41458, 'head_vector_x':-0.6245119, 'head_vector_y':0.3648121, 'head_vector_z':0.6905773
'global_time':15.42538, 'head_vector_x':-0.632359, 'head_vector_y':0.3648447, 'head_vector_z':0.6833817
'global_time':15.43488, 'head_vector_x':-0.640131, 'head_vector_y':0.3645878, 'head_vector_z':0.6762455
'global_time':15.44535, 'head_vector_x':-0.6483349, 'head_vector_y':0.3638131, 'head_vector_z':0.6688063
'global_time':15.45651, 'head_vector_x':-0.6564659, 'head_vector_y':0.3628169, 'head_vector_z':0.6613747
'global_time':15.46761, 'head_vector_x':-0.6651447, 'head_vector_y':0.3617266, 'head_vector_z':0.6532506
'global_time':15.47865, 'head_vector_x':-0.6741872, 'head_vector_y':0.3605297, 'head_vector_z':0.6445851
'global_time':15.48993, 'head_vector_x':-0.683121, 'head_vector_y':0.3598421, 'head_vector_z':0.6354994
'global_time':15.50092, 'head_vector_x':-0.6927049, 'head_vector_y':0.3591416, 'head_vector_z':0.6254417
'global_time':15.51202, 'head_vector_x':-0.7020109, 'head_vector_y':0.3585042, 'head_vector_z':0.6153498
'global_time':15.52305, 'head_vector_x':-0.7108163, 'head_vector_y':0.3580717, 'head_vector_z':0.6054131
'global_time':15.53401, 'head_vector_x':-0.719624, 'head_vector_y':0.3573474, 'head_vector_z':0.5953522
'global_time':15.54536, 'head_vector_x':-0.7278398, 'head_vector_y':0.357384, 'head_vector_z':0.5852572
'global_time':15.55655, 'head_vector_x':-0.7356838, 'head_vector_y':0.3578804, 'head_vector_z':0.5750574
'global_time':15.56849, 'head_vector_x':-0.7431051, 'head_vector_y':0.3588878, 'head_vector_z':0.5647959
'global_time':15.5792, 'head_vector_x':-0.7500778, 'head_vector_y':0.3602912, 'head_vector_z':0.5545931
'global_time':15.59062, 'head_vector_x':-0.7566669, 'head_vector_y':0.3617718, 'head_vector_z':0.5445883
'global_time':15.60206, 'head_vector_x':-0.7632275, 'head_vector_y':0.362559, 'head_vector_z':0.5348223
'global_time':15.61334, 'head_vector_x':-0.769195, 'head_vector_y':0.363221, 'head_vector_z':0.5257466
'global_time':15.62487, 'head_vector_x':-0.7746879, 'head_vector_y':0.3642959, 'head_vector_z':0.5168627
'global_time':15.63601, 'head_vector_x':-0.7795981, 'head_vector_y':0.3658583, 'head_vector_z':0.5083056
'global_time':15.64752, 'head_vector_x':-0.7841449, 'head_vector_y':0.3676199, 'head_vector_z':0.4999723
'global_time':15.66002, 'head_vector_x':-0.7883333, 'head_vector_y':0.3696278, 'head_vector_z':0.4918393
'global_time':15.67082, 'head_vector_x':-0.7922868, 'head_vector_y':0.3716851, 'head_vector_z':0.4838716
'global_time':15.68152, 'head_vector_x':-0.7959446, 'head_vector_y':0.3739684, 'head_vector_z':0.4760461
'global_time':15.69381, 'head_vector_x':-0.7994843, 'head_vector_y':0.3766754, 'head_vector_z':0.4679108
'global_time':15.70379, 'head_vector_x':-0.802929, 'head_vector_y':0.3787687, 'head_vector_z':0.46026
'global_time':15.71503, 'head_vector_x':-0.8061568, 'head_vector_y':0.3809493, 'head_vector_z':0.4527571
'global_time':15.7263, 'head_vector_x':-0.809393, 'head_vector_y':0.3826914, 'head_vector_z':0.4454552
'global_time':15.73808, 'head_vector_x':-0.8123975, 'head_vector_y':0.3843693, 'head_vector_z':0.4384866
'global_time':15.74908, 'head_vector_x':-0.8152019, 'head_vector_y':0.3860888, 'head_vector_z':0.4317192
'global_time':15.76026, 'head_vector_x':-0.8176385, 'head_vector_y':0.3880832, 'head_vector_z':0.425275
'global_time':15.77157, 'head_vector_x':-0.8201523, 'head_vector_y':0.3897593, 'head_vector_z':0.4188532
'global_time':15.78389, 'head_vector_x':-0.8222368, 'head_vector_y':0.3919983, 'head_vector_z':0.4126307
'global_time':15.79374, 'head_vector_x':-0.8241006, 'head_vector_y':0.3945678, 'head_vector_z':0.4064165
'global_time':15.80538, 'head_vector_x':-0.825891, 'head_vector_y':0.3976195, 'head_vector_z':0.3997535
'global_time':15.81643, 'head_vector_x':-0.8276658, 'head_vector_y':0.4011545, 'head_vector_z':0.3924848
'global_time':15.82775, 'head_vector_x':-0.8295457, 'head_vector_y':0.4044521, 'head_vector_z':0.3850616
'global_time':15.8391, 'head_vector_x':-0.831488, 'head_vector_y':0.407681, 'head_vector_z':0.3773907
'global_time':15.85026, 'head_vector_x':-0.8333241, 'head_vector_y':0.4106196, 'head_vector_z':0.3700846
'global_time':15.86133, 'head_vector_x':-0.8351961, 'head_vector_y':0.4135602, 'head_vector_z':0.3625128
'global_time':15.87582, 'head_vector_x':-0.8372006, 'head_vector_y':0.4163285, 'head_vector_z':0.3546346
'global_time':15.89019, 'head_vector_x':-0.839198, 'head_vector_y':0.4191315, 'head_vector_z':0.3465194
'global_time':15.90296, 'head_vector_x':-0.8411363, 'head_vector_y':0.4217009, 'head_vector_z':0.3386123
'global_time':15.91516, 'head_vector_x':-0.8450259, 'head_vector_y':0.4259259, 'head_vector_z':0.3232929
'global_time':15.92646, 'head_vector_x':-0.8471216, 'head_vector_y':0.4271423, 'head_vector_z':0.3161243
'global_time':15.93707, 'head_vector_x':-0.8490766, 'head_vector_y':0.4276812, 'head_vector_z':0.3100935
'global_time':15.94786, 'head_vector_x':-0.8510281, 'head_vector_y':0.4278811, 'head_vector_z':0.3044161
'global_time':15.95862, 'head_vector_x':-0.8528624, 'head_vector_y':0.4275836, 'head_vector_z':0.2996632
'global_time':15.96902, 'head_vector_x':-0.8547366, 'head_vector_y':0.4270745, 'head_vector_z':0.2950135
'global_time':15.97957, 'head_vector_x':-0.8564599, 'head_vector_y':0.4261567, 'head_vector_z':0.2913193
'global_time':15.99061, 'head_vector_x':-0.8580039, 'head_vector_y':0.4251185, 'head_vector_z':0.2882773
'global_time':16.00163, 'head_vector_x':-0.8595091, 'head_vector_y':0.4238698, 'head_vector_z':0.2856196
'global_time':16.01279, 'head_vector_x':-0.8608449, 'head_vector_y':0.4222826, 'head_vector_z':0.2839429
'global_time':16.02403, 'head_vector_x':-0.8618773, 'head_vector_y':0.4209176, 'head_vector_z':0.2828355
'global_time':16.035, 'head_vector_x':-0.8626994, 'head_vector_y':0.4196846, 'head_vector_z':0.2821604
'global_time':16.04623, 'head_vector_x':-0.8629311, 'head_vector_y':0.4189109, 'head_vector_z':0.2826013
'global_time':16.05736, 'head_vector_x':-0.8630255, 'head_vector_y':0.4181241, 'head_vector_z':0.2834769
'global_time':16.06851, 'head_vector_x':-0.8629717, 'head_vector_y':0.4174601, 'head_vector_z':0.2846174
'global_time':16.07949, 'head_vector_x':-0.8624126, 'head_vector_y':0.4169883, 'head_vector_z':0.2869938
'global_time':16.09068, 'head_vector_x':-0.8617927, 'head_vector_y':0.4160633, 'head_vector_z':0.2901806
'global_time':16.10176, 'head_vector_x':-0.8609917, 'head_vector_y':0.4153729, 'head_vector_z':0.2935281
'global_time':16.11762, 'head_vector_x':-0.8602744, 'head_vector_y':0.4140542, 'head_vector_z':0.2974679
'global_time':16.12718, 'head_vector_x':-0.8592374, 'head_vector_y':0.412578, 'head_vector_z':0.302474
'global_time':16.13876, 'head_vector_x':-0.857955, 'head_vector_y':0.4108599, 'head_vector_z':0.3083948
'global_time':16.15007, 'head_vector_x':-0.8565859, 'head_vector_y':0.4085324, 'head_vector_z':0.3152171
'global_time':16.15996, 'head_vector_x':-0.8548697, 'head_vector_y':0.4060599, 'head_vector_z':0.3229756
'global_time':16.16939, 'head_vector_x':-0.8530494, 'head_vector_y':0.403103, 'head_vector_z':0.3313829
'global_time':16.18015, 'head_vector_x':-0.8509366, 'head_vector_y':0.400045, 'head_vector_z':0.3403984
'global_time':16.19306, 'head_vector_x':-0.8487155, 'head_vector_y':0.397417, 'head_vector_z':0.3489152
'global_time':16.2034, 'head_vector_x':-0.8459481, 'head_vector_y':0.3954805, 'head_vector_z':0.3577247
'global_time':16.21444, 'head_vector_x':-0.8429875, 'head_vector_y':0.3941755, 'head_vector_z':0.3660573
'global_time':16.22564, 'head_vector_x':-0.8397106, 'head_vector_y':0.393591, 'head_vector_z':0.3741288
'global_time':16.23599, 'head_vector_x':-0.836522, 'head_vector_y':0.3924833, 'head_vector_z':0.3823454
'global_time':16.24733, 'head_vector_x':-0.8333343, 'head_vector_y':0.3914014, 'head_vector_z':0.3903318
'global_time':16.25827, 'head_vector_x':-0.8303689, 'head_vector_y':0.3899396, 'head_vector_z':0.3980386
'global_time':16.26882, 'head_vector_x':-0.8278741, 'head_vector_y':0.3877859, 'head_vector_z':0.4052734
'global_time':16.28089, 'head_vector_x':-0.8256198, 'head_vector_y':0.3855923, 'head_vector_z':0.411911
'global_time':16.29208, 'head_vector_x':-0.8237569, 'head_vector_y':0.3834033, 'head_vector_z':0.4176443
'global_time':16.30288, 'head_vector_x':-0.8221941, 'head_vector_y':0.3811913, 'head_vector_z':0.4227176
'global_time':16.31399, 'head_vector_x':-0.8209218, 'head_vector_y':0.3789637, 'head_vector_z':0.4271697
'global_time':16.32508, 'head_vector_x':-0.8198015, 'head_vector_y':0.376442, 'head_vector_z':0.4315284
'global_time':16.33625, 'head_vector_x':-0.8190352, 'head_vector_y':0.3733724, 'head_vector_z':0.435631
'global_time':16.34751, 'head_vector_x':-0.8181264, 'head_vector_y':0.3703741, 'head_vector_z':0.4398776
'global_time':16.35841, 'head_vector_x':-0.8173884, 'head_vector_y':0.3672829, 'head_vector_z':0.4438236
'global_time':16.36982, 'head_vector_x':-0.8164933, 'head_vector_y':0.3645295, 'head_vector_z':0.4477243
'global_time':16.38052, 'head_vector_x':-0.8154461, 'head_vector_y':0.362262, 'head_vector_z':0.4514577
'global_time':16.39282, 'head_vector_x':-0.814197, 'head_vector_y':0.3602785, 'head_vector_z':0.455283
'global_time':16.40464, 'head_vector_x':-0.812397, 'head_vector_y':0.3581849, 'head_vector_z':0.4601246
'global_time':16.41531, 'head_vector_x':-0.8097518, 'head_vector_y':0.3559955, 'head_vector_z':0.4664431
'global_time':16.42643, 'head_vector_x':-0.8061544, 'head_vector_y':0.3535105, 'head_vector_z':0.4744948
'global_time':16.43712, 'head_vector_x':-0.8016176, 'head_vector_y':0.3500715, 'head_vector_z':0.4846228
'global_time':16.44771, 'head_vector_x':-0.7968528, 'head_vector_y':0.3464999, 'head_vector_z':0.4949378
'global_time':16.45847, 'head_vector_x':-0.7906875, 'head_vector_y':0.3425901, 'head_vector_z':0.5073907
'global_time':16.46971, 'head_vector_x':-0.7837474, 'head_vector_y':0.3391432, 'head_vector_z':0.5203093
'global_time':16.48058, 'head_vector_x':-0.7759123, 'head_vector_y':0.3362148, 'head_vector_z':0.5337788
'global_time':16.49226, 'head_vector_x':-0.7672203, 'head_vector_y':0.3337353, 'head_vector_z':0.5477169
'global_time':16.50334, 'head_vector_x':-0.7567205, 'head_vector_y':0.3316895, 'head_vector_z':0.5633438
'global_time':16.51525, 'head_vector_x':-0.7453888, 'head_vector_y':0.3295384, 'head_vector_z':0.5794826
'global_time':16.52586, 'head_vector_x':-0.7329116, 'head_vector_y':0.3274873, 'head_vector_z':0.5963159
'global_time':16.53724, 'head_vector_x':-0.7198333, 'head_vector_y':0.3254974, 'head_vector_z':0.6130999
'global_time':16.54863, 'head_vector_x':-0.706309, 'head_vector_y':0.3235341, 'head_vector_z':0.6296453
'global_time':16.55979, 'head_vector_x':-0.6916471, 'head_vector_y':0.3223475, 'head_vector_z':0.6463097
'global_time':16.57108, 'head_vector_x':-0.6769563, 'head_vector_y':0.321484, 'head_vector_z':0.6621014
'global_time':16.58212, 'head_vector_x':-0.6618613, 'head_vector_y':0.3210942, 'head_vector_z':0.677376
'global_time':16.59368, 'head_vector_x':-0.6465353, 'head_vector_y':0.3208082, 'head_vector_z':0.6921518
'global_time':16.60696, 'head_vector_x':-0.6311415, 'head_vector_y':0.3209027, 'head_vector_z':0.7061741
'global_time':16.61724, 'head_vector_x':-0.6153333, 'head_vector_y':0.321429, 'head_vector_z':0.7197559
'global_time':16.62725, 'head_vector_x':-0.5995984, 'head_vector_y':0.3220155, 'head_vector_z':0.732658
'global_time':16.63965, 'head_vector_x':-0.5841391, 'head_vector_y':0.322964, 'head_vector_z':0.7446314
'global_time':16.64977, 'head_vector_x':-0.5689657, 'head_vector_y':0.3243849, 'head_vector_z':0.7556801
'global_time':16.66071, 'head_vector_x':-0.5542859, 'head_vector_y':0.3262439, 'head_vector_z':0.7657232
'global_time':16.67205, 'head_vector_x':-0.5400552, 'head_vector_y':0.3282131, 'head_vector_z':0.7749946
'global_time':16.68356, 'head_vector_x':-0.5262566, 'head_vector_y':0.3303281, 'head_vector_z':0.7835416
'global_time':16.69426, 'head_vector_x':-0.5131906, 'head_vector_y':0.3322868, 'head_vector_z':0.7913412
'global_time':16.70573, 'head_vector_x':-0.5010008, 'head_vector_y':0.3337577, 'head_vector_z':0.7985011
'global_time':16.71642, 'head_vector_x':-0.4891465, 'head_vector_y':0.3350701, 'head_vector_z':0.8052725
'global_time':16.72767, 'head_vector_x':-0.4783343, 'head_vector_y':0.3361115, 'head_vector_z':0.8113109
'global_time':16.7385, 'head_vector_x':-0.4685881, 'head_vector_y':0.3372363, 'head_vector_z':0.8165151
'global_time':16.75069, 'head_vector_x':-0.4597036, 'head_vector_y':0.3386512, 'head_vector_z':0.8209677
'global_time':16.76134, 'head_vector_x':-0.451589, 'head_vector_y':0.3405769, 'head_vector_z':0.8246665
'global_time':16.77287, 'head_vector_x':-0.4438272, 'head_vector_y':0.3420856, 'head_vector_z':0.8282481
'global_time':16.78341, 'head_vector_x':-0.4370945, 'head_vector_y':0.3438956, 'head_vector_z':0.8310741
'global_time':16.79421, 'head_vector_x':-0.4305959, 'head_vector_y':0.3454724, 'head_vector_z':0.8338082
'global_time':16.80558, 'head_vector_x':-0.4248412, 'head_vector_y':0.3470067, 'head_vector_z':0.8361198
'global_time':16.81653, 'head_vector_x':-0.4205033, 'head_vector_y':0.3484619, 'head_vector_z':0.837706
'global_time':16.82757, 'head_vector_x':-0.4171417, 'head_vector_y':0.3498633, 'head_vector_z':0.8388019
'global_time':16.83869, 'head_vector_x':-0.4146213, 'head_vector_y':0.3510491, 'head_vector_z':0.8395557
'global_time':16.84974, 'head_vector_x':-0.413661, 'head_vector_y':0.3520982, 'head_vector_z':0.8395901
'global_time':16.861, 'head_vector_x':-0.4142646, 'head_vector_y':0.3527378, 'head_vector_z':0.8390238
'global_time':16.87286, 'head_vector_x':-0.4159251, 'head_vector_y':0.3533237, 'head_vector_z':0.8379551
'global_time':16.88416, 'head_vector_x':-0.4186844, 'head_vector_y':0.3541118, 'head_vector_z':0.8362465
'global_time':16.89404, 'head_vector_x':-0.4239277, 'head_vector_y':0.3546608, 'head_vector_z':0.8333672
'global_time':16.90747, 'head_vector_x':-0.4302437, 'head_vector_y':0.3555362, 'head_vector_z':0.8297496
'global_time':16.91824, 'head_vector_x':-0.4380342, 'head_vector_y':0.3561867, 'head_vector_z':0.8253829
'global_time':16.93414, 'head_vector_x':-0.4468716, 'head_vector_y':0.3565811, 'head_vector_z':0.8204607
'global_time':16.94518, 'head_vector_x':-0.456987, 'head_vector_y':0.3564325, 'head_vector_z':0.8149348
'global_time':16.95691, 'head_vector_x':-0.4785149, 'head_vector_y':0.3561525, 'head_vector_z':0.8026075
'global_time':16.9679, 'head_vector_x':-0.4931419, 'head_vector_y':0.3558606, 'head_vector_z':0.7938352
'global_time':16.97865, 'head_vector_x':-0.5084028, 'head_vector_y':0.3559911, 'head_vector_z':0.7840899
'global_time':16.99043, 'head_vector_x':-0.5243376, 'head_vector_y':0.356342, 'head_vector_z':0.7733632
'global_time':17.00184, 'head_vector_x':-0.5412316, 'head_vector_y':0.3567448, 'head_vector_z':0.761447
'global_time':17.01302, 'head_vector_x':-0.5590181, 'head_vector_y':0.3567246, 'head_vector_z':0.7484961
'global_time':17.02382, 'head_vector_x':-0.5764506, 'head_vector_y':0.3567377, 'head_vector_z':0.7351483
'global_time':17.03414, 'head_vector_x':-0.5939176, 'head_vector_y':0.3562877, 'head_vector_z':0.7213328
'global_time':17.04532, 'head_vector_x':-0.6107907, 'head_vector_y':0.3561127, 'head_vector_z':0.7071905
'global_time':17.05617, 'head_vector_x':-0.6271409, 'head_vector_y':0.355865, 'head_vector_z':0.6928596
'global_time':17.06764, 'head_vector_x':-0.6433799, 'head_vector_y':0.3555388, 'head_vector_z':0.6779782
'global_time':17.07839, 'head_vector_x':-0.6591018, 'head_vector_y':0.3553347, 'head_vector_z':0.6628138
'global_time':17.09005, 'head_vector_x':-0.6746369, 'head_vector_y':0.3552184, 'head_vector_z':0.6470587
'global_time':17.10184, 'head_vector_x':-0.6892292, 'head_vector_y':0.3550038, 'head_vector_z':0.6316133
'global_time':17.11196, 'head_vector_x':-0.7031846, 'head_vector_y':0.3549133, 'head_vector_z':0.6160909
'global_time':17.12315, 'head_vector_x':-0.7163835, 'head_vector_y':0.354759, 'head_vector_z':0.6007835
'global_time':17.13453, 'head_vector_x':-0.7288215, 'head_vector_y':0.3547238, 'head_vector_z':0.5856537
'global_time':17.14528, 'head_vector_x':-0.7404707, 'head_vector_y':0.3544822, 'head_vector_z':0.5710039
'global_time':17.15669, 'head_vector_x':-0.7516156, 'head_vector_y':0.3542401, 'head_vector_z':0.5564063
'global_time':17.16738, 'head_vector_x':-0.761828, 'head_vector_y':0.3541782, 'head_vector_z':0.54238
'global_time':17.17847, 'head_vector_x':-0.771998, 'head_vector_y':0.3543257, 'head_vector_z':0.527705
'global_time':17.18962, 'head_vector_x':-0.781327, 'head_vector_y':0.3548672, 'head_vector_z':0.5134173
'global_time':17.20147, 'head_vector_x':-0.7903408, 'head_vector_y':0.3554179, 'head_vector_z':0.4990387
'global_time':17.2142, 'head_vector_x':-0.7987493, 'head_vector_y':0.3559831, 'head_vector_z':0.4850522
'global_time':17.22553, 'head_vector_x':-0.8067737, 'head_vector_y':0.3564283, 'head_vector_z':0.4712487
'global_time':17.23515, 'head_vector_x':-0.8140578, 'head_vector_y':0.3572738, 'head_vector_z':0.4578926
'global_time':17.24755, 'head_vector_x':-0.8206961, 'head_vector_y':0.3584551, 'head_vector_z':0.4449357
'global_time':17.25822, 'head_vector_x':-0.8266002, 'head_vector_y':0.3601441, 'head_vector_z':0.4324678
'global_time':17.26989, 'head_vector_x':-0.831981, 'head_vector_y':0.3618922, 'head_vector_z':0.4205257
'global_time':17.28, 'head_vector_x':-0.8367754, 'head_vector_y':0.3641501, 'head_vector_z':0.4089029
'global_time':17.292, 'head_vector_x':-0.8407882, 'head_vector_y':0.3667496, 'head_vector_z':0.3982086
'global_time':17.30267, 'head_vector_x':-0.8443266, 'head_vector_y':0.3694508, 'head_vector_z':0.3880963
'global_time':17.31409, 'head_vector_x':-0.8476185, 'head_vector_y':0.372287, 'head_vector_z':0.378081
'global_time':17.32583, 'head_vector_x':-0.8502458, 'head_vector_y':0.3753941, 'head_vector_z':0.3690004
'global_time':17.33514, 'head_vector_x':-0.8529023, 'head_vector_y':0.3780805, 'head_vector_z':0.3600177
'global_time':17.34594, 'head_vector_x':-0.8548231, 'head_vector_y':0.38086, 'head_vector_z':0.3524532
'global_time':17.3573, 'head_vector_x':-0.8566092, 'head_vector_y':0.3832149, 'head_vector_z':0.3454957
'global_time':17.36867, 'head_vector_x':-0.8580468, 'head_vector_y':0.385491, 'head_vector_z':0.3393414
'global_time':17.38009, 'head_vector_x':-0.8590807, 'head_vector_y':0.3873247, 'head_vector_z':0.3346042
'global_time':17.39188, 'head_vector_x':-0.86, 'head_vector_y':0.3889748, 'head_vector_z':0.3303012
'global_time':17.4051, 'head_vector_x':-0.8603347, 'head_vector_y':0.3900912, 'head_vector_z':0.3281053
'global_time':17.41602, 'head_vector_x':-0.8606601, 'head_vector_y':0.391002, 'head_vector_z':0.3261623
'global_time':17.42658, 'head_vector_x':-0.8608555, 'head_vector_y':0.3913526, 'head_vector_z':0.3252249
'global_time':17.43667, 'head_vector_x':-0.8607588, 'head_vector_y':0.3913577, 'head_vector_z':0.325474
'global_time':17.44781, 'head_vector_x':-0.8606385, 'head_vector_y':0.3907591, 'head_vector_z':0.3265101
'global_time':17.45931, 'head_vector_x':-0.8601241, 'head_vector_y':0.3892542, 'head_vector_z':0.3296482
'global_time':17.47074, 'head_vector_x':-0.8593016, 'head_vector_y':0.3876865, 'head_vector_z':0.3336166
'global_time':17.48192, 'head_vector_x':-0.8582494, 'head_vector_y':0.3850566, 'head_vector_z':0.339322
'global_time':17.49342, 'head_vector_x':-0.8562852, 'head_vector_y':0.3822032, 'head_vector_z':0.3474138
'global_time':17.50475, 'head_vector_x':-0.8536881, 'head_vector_y':0.3787981, 'head_vector_z':0.3573915
