'global_time':1.996555, 'hit_distance':3.315123 
'global_time':3.252331, 'hit_distance':3.540165 
'global_time':3.309875, 'hit_distance':3.829514 
'global_time':3.32295, 'hit_distance':3.793713 
'global_time':3.334737, 'hit_distance':3.802962 
'global_time':3.34529, 'hit_distance':3.819721 
'global_time':3.357964, 'hit_distance':3.851497 
'global_time':3.369884, 'hit_distance':3.798635 
'global_time':3.380129, 'hit_distance':3.795897 
'global_time':3.391105, 'hit_distance':3.796803 
'global_time':3.415567, 'hit_distance':3.887396 
'global_time':3.427731, 'hit_distance':3.857504 
'global_time':3.427731, 'hit_distance':3.47075 
'global_time':3.438157, 'hit_distance':3.869181 
'global_time':3.438157, 'hit_distance':3.466416 
'global_time':3.448698, 'hit_distance':4.037575 
'global_time':3.448698, 'hit_distance':3.490116 
'global_time':3.460489, 'hit_distance':4.321559 
'global_time':3.471826, 'hit_distance':4.379558 
'global_time':3.480395, 'hit_distance':4.312854 
'global_time':3.494707, 'hit_distance':4.240471 
'global_time':3.506793, 'hit_distance':4.17495 
'global_time':3.51853, 'hit_distance':4.185976 
'global_time':3.53023, 'hit_distance':4.171112 
'global_time':3.542695, 'hit_distance':4.168511 
'global_time':3.542695, 'hit_distance':3.81084 
'global_time':3.556061, 'hit_distance':4.144392 
'global_time':3.556061, 'hit_distance':3.847399 
'global_time':3.567723, 'hit_distance':4.11289 
'global_time':3.567723, 'hit_distance':3.8786 
'global_time':3.579569, 'hit_distance':4.142967 
'global_time':3.579569, 'hit_distance':3.909487 
'global_time':3.592422, 'hit_distance':4.108633 
'global_time':3.592422, 'hit_distance':3.935961 
'global_time':3.604597, 'hit_distance':4.054087 
'global_time':3.604597, 'hit_distance':3.953735 
'global_time':3.615206, 'hit_distance':4.004102 
'global_time':3.615206, 'hit_distance':3.966616 
'global_time':3.626209, 'hit_distance':4.021604 
'global_time':3.626209, 'hit_distance':3.979968 
'global_time':3.638146, 'hit_distance':4.160735 
'global_time':3.638146, 'hit_distance':3.996007 
'global_time':3.649405, 'hit_distance':4.162777 
'global_time':3.649405, 'hit_distance':4.007939 
'global_time':3.660893, 'hit_distance':4.129518 
'global_time':3.660893, 'hit_distance':4.020327 
'global_time':3.672645, 'hit_distance':4.115739 
'global_time':3.672645, 'hit_distance':4.032539 
'global_time':3.684726, 'hit_distance':4.087275 
'global_time':3.684726, 'hit_distance':4.042653 
'global_time':3.697081, 'hit_distance':4.088689 
'global_time':3.697081, 'hit_distance':4.051914 
'global_time':3.710037, 'hit_distance':4.031964 
'global_time':3.710037, 'hit_distance':4.061419 
'global_time':3.721498, 'hit_distance':4.018851 
'global_time':3.721498, 'hit_distance':4.070376 
'global_time':3.733737, 'hit_distance':3.991025 
'global_time':3.733737, 'hit_distance':4.078608 
'global_time':3.746208, 'hit_distance':4.021507 
'global_time':3.746208, 'hit_distance':4.089128 
'global_time':3.757761, 'hit_distance':4.000519 
'global_time':3.757761, 'hit_distance':4.098194 
'global_time':3.769422, 'hit_distance':4.011855 
'global_time':3.769422, 'hit_distance':4.107941 
'global_time':3.782779, 'hit_distance':4.011854 
'global_time':3.782779, 'hit_distance':4.113873 
'global_time':3.794461, 'hit_distance':4.005249 
'global_time':3.794461, 'hit_distance':4.112159 
'global_time':3.805528, 'hit_distance':3.995754 
'global_time':3.805528, 'hit_distance':4.101512 
'global_time':3.816229, 'hit_distance':3.98639 
'global_time':3.816229, 'hit_distance':4.088497 
'global_time':3.826475, 'hit_distance':3.895913 
'global_time':3.826475, 'hit_distance':4.074143 
'global_time':3.839889, 'hit_distance':3.78668 
'global_time':3.839889, 'hit_distance':4.05654 
'global_time':3.849957, 'hit_distance':4.029517 
'global_time':3.861766, 'hit_distance':3.556329 
'global_time':3.861766, 'hit_distance':3.99772 
'global_time':3.874745, 'hit_distance':3.505584 
'global_time':3.874745, 'hit_distance':3.962356 
'global_time':3.886778, 'hit_distance':3.516254 
'global_time':3.886778, 'hit_distance':3.921737 
'global_time':3.897501, 'hit_distance':3.558084 
'global_time':3.897501, 'hit_distance':3.882414 
'global_time':3.909985, 'hit_distance':3.840619 
'global_time':3.921661, 'hit_distance':3.798455 
'global_time':3.958497, 'hit_distance':3.766984 
'global_time':3.972988, 'hit_distance':3.89525 
'global_time':3.985316, 'hit_distance':3.941489 
'global_time':3.996179, 'hit_distance':3.943009 
'global_time':4.0092, 'hit_distance':4.002958 
'global_time':4.0092, 'hit_distance':3.566178 
'global_time':4.021938, 'hit_distance':3.947698 
'global_time':4.021938, 'hit_distance':3.547759 
'global_time':4.034492, 'hit_distance':3.918479 
'global_time':4.034492, 'hit_distance':3.533468 
'global_time':4.049163, 'hit_distance':4.030147 
'global_time':4.049163, 'hit_distance':3.524446 
'global_time':4.06054, 'hit_distance':3.985537 
'global_time':4.06054, 'hit_distance':3.520556 
'global_time':4.073092, 'hit_distance':3.9441 
'global_time':4.073092, 'hit_distance':3.519974 
'global_time':4.084963, 'hit_distance':3.862572 
'global_time':4.084963, 'hit_distance':3.52311 
'global_time':4.096575, 'hit_distance':3.890158 
'global_time':4.096575, 'hit_distance':3.530419 
'global_time':4.108979, 'hit_distance':3.898025 
'global_time':4.108979, 'hit_distance':3.542273 
'global_time':4.121083, 'hit_distance':3.87185 
'global_time':4.132093, 'hit_distance':3.900876 
'global_time':4.14465, 'hit_distance':3.838556 
'global_time':4.158094, 'hit_distance':3.83967 
'global_time':4.170739, 'hit_distance':3.84981 
'global_time':4.181128, 'hit_distance':3.826481 
'global_time':4.193108, 'hit_distance':3.945436 
'global_time':4.204783, 'hit_distance':4.052134 
'global_time':4.204783, 'hit_distance':3.759682 
'global_time':4.218976, 'hit_distance':4.064916 
'global_time':4.218976, 'hit_distance':3.794075 
'global_time':4.230337, 'hit_distance':4.03735 
'global_time':4.230337, 'hit_distance':3.82829 
'global_time':4.240437, 'hit_distance':4.019511 
'global_time':4.240437, 'hit_distance':3.855797 
'global_time':4.252445, 'hit_distance':3.985242 
'global_time':4.252445, 'hit_distance':3.879636 
'global_time':4.264745, 'hit_distance':4.014561 
'global_time':4.264745, 'hit_distance':3.897782 
'global_time':4.276521, 'hit_distance':3.953378 
'global_time':4.276521, 'hit_distance':3.912937 
'global_time':4.28885, 'hit_distance':3.920239 
'global_time':4.28885, 'hit_distance':3.923316 
'global_time':4.302808, 'hit_distance':3.871473 
'global_time':4.302808, 'hit_distance':3.932389 
'global_time':4.312919, 'hit_distance':3.914047 
'global_time':4.312919, 'hit_distance':3.938455 
'global_time':4.322681, 'hit_distance':3.927572 
'global_time':4.322681, 'hit_distance':3.93967 
'global_time':4.33401, 'hit_distance':3.975041 
'global_time':4.33401, 'hit_distance':3.94086 
'global_time':4.346034, 'hit_distance':3.952364 
'global_time':4.346034, 'hit_distance':3.941155 
'global_time':4.357724, 'hit_distance':3.96492 
'global_time':4.357724, 'hit_distance':3.939957 
'global_time':4.370265, 'hit_distance':3.930434 
'global_time':4.370265, 'hit_distance':3.939415 
'global_time':4.381351, 'hit_distance':3.937655 
'global_time':4.381351, 'hit_distance':3.939797 
'global_time':4.393646, 'hit_distance':3.918584 
'global_time':4.393646, 'hit_distance':3.936067 
'global_time':4.406726, 'hit_distance':3.919284 
'global_time':4.406726, 'hit_distance':3.933689 
'global_time':4.418994, 'hit_distance':3.928569 
'global_time':4.418994, 'hit_distance':3.933143 
'global_time':4.430985, 'hit_distance':3.918986 
'global_time':4.430985, 'hit_distance':3.935013 
'global_time':4.444394, 'hit_distance':3.915932 
'global_time':4.444394, 'hit_distance':3.935908 
'global_time':4.458696, 'hit_distance':3.908399 
'global_time':4.458696, 'hit_distance':3.936135 
'global_time':4.470078, 'hit_distance':3.89866 
'global_time':4.470078, 'hit_distance':3.937131 
'global_time':4.481399, 'hit_distance':3.898681 
'global_time':4.481399, 'hit_distance':3.936952 
'global_time':4.494956, 'hit_distance':3.721152 
'global_time':4.494956, 'hit_distance':3.931836 
'global_time':4.506479, 'hit_distance':3.678809 
'global_time':4.506479, 'hit_distance':3.920834 
'global_time':4.518831, 'hit_distance':3.901012 
'global_time':4.530322, 'hit_distance':3.879245 
'global_time':4.5416, 'hit_distance':3.381833 
'global_time':4.5416, 'hit_distance':3.845606 
'global_time':4.554248, 'hit_distance':3.372076 
'global_time':4.554248, 'hit_distance':3.808132 
'global_time':4.565691, 'hit_distance':3.386151 
'global_time':4.565691, 'hit_distance':3.77319 
'global_time':4.577934, 'hit_distance':3.742563 
'global_time':4.590229, 'hit_distance':3.713084 
'global_time':4.602, 'hit_distance':3.686874 
'global_time':4.740139, 'hit_distance':3.501258 
'global_time':4.76143, 'hit_distance':3.490843 
'global_time':4.772801, 'hit_distance':3.441861 
'global_time':4.785047, 'hit_distance':3.447088 
'global_time':4.806504, 'hit_distance':3.458638 
'global_time':4.819223, 'hit_distance':3.528822 
'global_time':4.829709, 'hit_distance':3.541108 
'global_time':4.839965, 'hit_distance':3.552625 
'global_time':4.852182, 'hit_distance':3.559062 
'global_time':4.864954, 'hit_distance':3.580337 
'global_time':4.864954, 'hit_distance':3.530935 
'global_time':4.876462, 'hit_distance':3.563518 
'global_time':4.876462, 'hit_distance':3.437291 
'global_time':4.887987, 'hit_distance':3.567117 
'global_time':4.887987, 'hit_distance':3.444155 
'global_time':4.900067, 'hit_distance':3.554296 
'global_time':4.900067, 'hit_distance':3.450069 
'global_time':4.913774, 'hit_distance':3.558419 
'global_time':4.913774, 'hit_distance':3.45504 
'global_time':4.926672, 'hit_distance':3.550337 
'global_time':4.926672, 'hit_distance':3.460061 
'global_time':4.939098, 'hit_distance':3.55873 
'global_time':4.939098, 'hit_distance':3.465444 
'global_time':4.950621, 'hit_distance':3.552655 
'global_time':4.950621, 'hit_distance':3.470532 
'global_time':4.965332, 'hit_distance':3.555796 
'global_time':4.965332, 'hit_distance':3.476125 
'global_time':4.976179, 'hit_distance':3.545387 
'global_time':4.976179, 'hit_distance':3.48091 
'global_time':4.990479, 'hit_distance':3.550875 
'global_time':4.990479, 'hit_distance':3.485947 
'global_time':5.00334, 'hit_distance':3.552984 
'global_time':5.00334, 'hit_distance':3.490937 
'global_time':5.012745, 'hit_distance':3.558094 
'global_time':5.012745, 'hit_distance':3.496101 
'global_time':5.024575, 'hit_distance':3.55184 
'global_time':5.024575, 'hit_distance':3.500985 
'global_time':5.036503, 'hit_distance':3.547132 
'global_time':5.036503, 'hit_distance':3.505412 
'global_time':5.04948, 'hit_distance':3.554396 
'global_time':5.04948, 'hit_distance':3.510394 
'global_time':5.062896, 'hit_distance':3.540854 
'global_time':5.062896, 'hit_distance':3.515173 
'global_time':5.078712, 'hit_distance':3.547008 
'global_time':5.078712, 'hit_distance':3.519813 
'global_time':5.089201, 'hit_distance':3.552747 
'global_time':5.089201, 'hit_distance':3.524398 
'global_time':5.102768, 'hit_distance':3.560582 
'global_time':5.102768, 'hit_distance':3.529732 
'global_time':5.113235, 'hit_distance':3.557949 
'global_time':5.113235, 'hit_distance':3.534808 
'global_time':5.126297, 'hit_distance':3.55497 
'global_time':5.126297, 'hit_distance':3.539521 
'global_time':5.137804, 'hit_distance':3.543603 
'global_time':5.137804, 'hit_distance':3.543747 
'global_time':5.149523, 'hit_distance':3.541968 
'global_time':5.149523, 'hit_distance':3.548799 
'global_time':5.161819, 'hit_distance':3.5326 
'global_time':5.161819, 'hit_distance':3.55196 
'global_time':5.173157, 'hit_distance':3.53017 
'global_time':5.173157, 'hit_distance':3.552013 
'global_time':5.184888, 'hit_distance':3.526628 
'global_time':5.184888, 'hit_distance':3.55123 
'global_time':5.197566, 'hit_distance':3.529916 
'global_time':5.197566, 'hit_distance':3.550455 
'global_time':5.210213, 'hit_distance':3.533883 
'global_time':5.210213, 'hit_distance':3.549358 
'global_time':5.221037, 'hit_distance':3.519406 
'global_time':5.221037, 'hit_distance':3.547152 
'global_time':5.23207, 'hit_distance':3.526201 
'global_time':5.23207, 'hit_distance':3.545676 
'global_time':5.244294, 'hit_distance':3.524563 
'global_time':5.244294, 'hit_distance':3.544093 
'global_time':5.255692, 'hit_distance':3.527409 
'global_time':5.255692, 'hit_distance':3.543063 
'global_time':5.266531, 'hit_distance':3.52959 
'global_time':5.266531, 'hit_distance':3.541887 
'global_time':5.278155, 'hit_distance':3.532094 
'global_time':5.278155, 'hit_distance':3.541154 
'global_time':5.290055, 'hit_distance':3.527197 
'global_time':5.290055, 'hit_distance':3.540015 
'global_time':5.302408, 'hit_distance':3.504381 
'global_time':5.302408, 'hit_distance':3.538271 
'global_time':5.313415, 'hit_distance':3.487401 
'global_time':5.313415, 'hit_distance':3.535529 
'global_time':5.325722, 'hit_distance':3.474471 
'global_time':5.325722, 'hit_distance':3.532148 
'global_time':5.338501, 'hit_distance':3.49781 
'global_time':5.338501, 'hit_distance':3.526998 
'global_time':5.350314, 'hit_distance':3.521731 
'global_time':5.361903, 'hit_distance':3.514314 
'global_time':5.373712, 'hit_distance':3.508794 
'global_time':5.385814, 'hit_distance':3.506101 
'global_time':5.396231, 'hit_distance':3.828758 
'global_time':5.396231, 'hit_distance':3.506238 
'global_time':5.408912, 'hit_distance':3.78115 
'global_time':5.408912, 'hit_distance':3.507287 
'global_time':5.420628, 'hit_distance':3.824981 
'global_time':5.420628, 'hit_distance':3.5095 
'global_time':5.43243, 'hit_distance':3.819139 
'global_time':5.43243, 'hit_distance':3.512491 
'global_time':5.443715, 'hit_distance':3.816571 
'global_time':5.443715, 'hit_distance':3.515651 
'global_time':5.457178, 'hit_distance':3.848318 
'global_time':5.457178, 'hit_distance':3.520297 
'global_time':5.469796, 'hit_distance':3.834807 
'global_time':5.469796, 'hit_distance':3.5257 
'global_time':5.482365, 'hit_distance':3.838086 
'global_time':5.482365, 'hit_distance':3.532104 
'global_time':5.494065, 'hit_distance':3.866883 
'global_time':5.504385, 'hit_distance':3.898969 
'global_time':5.516432, 'hit_distance':3.900732 
'global_time':5.527132, 'hit_distance':3.933816 
'global_time':5.538268, 'hit_distance':3.887032 
'global_time':5.548711, 'hit_distance':3.904697 
'global_time':5.561235, 'hit_distance':3.888801 
'global_time':5.573442, 'hit_distance':3.91569 
'global_time':5.585187, 'hit_distance':3.925452 
'global_time':5.596154, 'hit_distance':3.910758 
'global_time':5.609098, 'hit_distance':3.939365 
'global_time':5.621249, 'hit_distance':3.903977 
'global_time':5.633683, 'hit_distance':3.905419 
'global_time':5.633683, 'hit_distance':3.811542 
'global_time':5.645156, 'hit_distance':3.911883 
'global_time':5.645156, 'hit_distance':3.769859 
'global_time':5.655198, 'hit_distance':3.885724 
'global_time':5.655198, 'hit_distance':3.792731 
'global_time':5.667397, 'hit_distance':3.87034 
'global_time':5.667397, 'hit_distance':3.814882 
'global_time':5.679029, 'hit_distance':3.843412 
'global_time':5.679029, 'hit_distance':3.831532 
'global_time':5.692947, 'hit_distance':3.841744 
'global_time':5.692947, 'hit_distance':3.843462 
'global_time':5.704798, 'hit_distance':3.834896 
'global_time':5.704798, 'hit_distance':3.85599 
'global_time':5.717706, 'hit_distance':3.832916 
'global_time':5.717706, 'hit_distance':3.866117 
'global_time':5.72919, 'hit_distance':3.842007 
'global_time':5.72919, 'hit_distance':3.87095 
'global_time':5.739933, 'hit_distance':3.858758 
'global_time':5.739933, 'hit_distance':3.872149 
'global_time':5.752619, 'hit_distance':3.827862 
'global_time':5.752619, 'hit_distance':3.874284 
'global_time':5.764168, 'hit_distance':3.843658 
'global_time':5.764168, 'hit_distance':3.87505 
'global_time':5.775371, 'hit_distance':3.819091 
'global_time':5.775371, 'hit_distance':3.875404 
'global_time':5.788254, 'hit_distance':3.886416 
'global_time':5.788254, 'hit_distance':3.878052 
'global_time':5.800122, 'hit_distance':3.75058 
'global_time':5.800122, 'hit_distance':3.874357 
'global_time':5.812928, 'hit_distance':3.745995 
'global_time':5.812928, 'hit_distance':3.871237 
'global_time':5.824066, 'hit_distance':3.738826 
'global_time':5.824066, 'hit_distance':3.867514 
'global_time':5.836519, 'hit_distance':3.791253 
'global_time':5.836519, 'hit_distance':3.864777 
'global_time':5.846976, 'hit_distance':3.8533 
'global_time':5.846976, 'hit_distance':3.863428 
'global_time':5.857546, 'hit_distance':3.869433 
'global_time':5.857546, 'hit_distance':3.862373 
'global_time':5.868112, 'hit_distance':3.85644 
'global_time':5.868112, 'hit_distance':3.859851 
'global_time':5.880146, 'hit_distance':3.83501 
'global_time':5.880146, 'hit_distance':3.858141 
'global_time':5.894073, 'hit_distance':3.648051 
'global_time':5.894073, 'hit_distance':3.848105 
'global_time':5.905519, 'hit_distance':3.833494 
'global_time':5.91744, 'hit_distance':3.419919 
'global_time':5.91744, 'hit_distance':3.808652 
'global_time':5.929493, 'hit_distance':3.38291 
'global_time':5.929493, 'hit_distance':3.780061 
'global_time':5.945552, 'hit_distance':3.369041 
'global_time':5.945552, 'hit_distance':3.750142 
'global_time':5.95628, 'hit_distance':3.359868 
'global_time':5.95628, 'hit_distance':3.71715 
'global_time':5.967917, 'hit_distance':3.359927 
'global_time':5.967917, 'hit_distance':3.691162 
'global_time':5.979698, 'hit_distance':3.361395 
'global_time':5.99262, 'hit_distance':3.36068 
'global_time':6.004616, 'hit_distance':3.362258 
'global_time':6.014403, 'hit_distance':3.361647 
'global_time':6.026309, 'hit_distance':3.361142 
'global_time':6.03811, 'hit_distance':3.361724 
'global_time':6.050775, 'hit_distance':3.361934 
'global_time':6.062632, 'hit_distance':3.362417 
'global_time':6.073557, 'hit_distance':3.364782 
'global_time':6.085207, 'hit_distance':3.362878 
'global_time':6.096327, 'hit_distance':3.364125 
'global_time':6.106321, 'hit_distance':3.363119 
'global_time':6.106321, 'hit_distance':3.432751 
'global_time':6.118368, 'hit_distance':3.362704 
'global_time':6.118368, 'hit_distance':3.420637 
'global_time':6.130401, 'hit_distance':3.361702 
'global_time':6.130401, 'hit_distance':3.4094 
'global_time':6.141971, 'hit_distance':3.362927 
'global_time':6.141971, 'hit_distance':3.400935 
'global_time':6.154491, 'hit_distance':3.363132 
'global_time':6.154491, 'hit_distance':3.393359 
'global_time':6.166976, 'hit_distance':3.363175 
'global_time':6.166976, 'hit_distance':3.386721 
'global_time':6.17938, 'hit_distance':3.365534 
'global_time':6.17938, 'hit_distance':3.380963 
'global_time':6.188846, 'hit_distance':3.365707 
'global_time':6.188846, 'hit_distance':3.375544 
'global_time':6.199818, 'hit_distance':3.364564 
'global_time':6.199818, 'hit_distance':3.371186 
'global_time':6.211219, 'hit_distance':3.365217 
'global_time':6.211219, 'hit_distance':3.368008 
'global_time':6.22375, 'hit_distance':3.364661 
'global_time':6.22375, 'hit_distance':3.365597 
'global_time':6.236529, 'hit_distance':3.365072 
'global_time':6.236529, 'hit_distance':3.364546 
'global_time':6.246231, 'hit_distance':3.364185 
'global_time':6.246231, 'hit_distance':3.363985 
'global_time':6.258197, 'hit_distance':3.36392 
'global_time':6.258197, 'hit_distance':3.36381 
'global_time':6.270321, 'hit_distance':3.364323 
'global_time':6.270321, 'hit_distance':3.363746 
'global_time':6.27997, 'hit_distance':3.364094 
'global_time':6.27997, 'hit_distance':3.363663 
'global_time':6.289473, 'hit_distance':3.363258 
'global_time':6.289473, 'hit_distance':3.363519 
'global_time':6.300826, 'hit_distance':3.362586 
'global_time':6.300826, 'hit_distance':3.363389 
'global_time':6.313638, 'hit_distance':3.362598 
'global_time':6.313638, 'hit_distance':3.363206 
'global_time':6.323951, 'hit_distance':3.36267 
'global_time':6.323951, 'hit_distance':3.363003 
'global_time':6.33638, 'hit_distance':3.362429 
'global_time':6.33638, 'hit_distance':3.362822 
'global_time':6.348333, 'hit_distance':3.36166 
'global_time':6.348333, 'hit_distance':3.362546 
'global_time':6.360466, 'hit_distance':3.361609 
'global_time':6.360466, 'hit_distance':3.362473 
'global_time':6.373657, 'hit_distance':3.361403 
'global_time':6.373657, 'hit_distance':3.362188 
'global_time':6.384707, 'hit_distance':3.361497 
'global_time':6.384707, 'hit_distance':3.361967 
'global_time':6.396278, 'hit_distance':3.361971 
'global_time':6.396278, 'hit_distance':3.361798 
'global_time':6.408358, 'hit_distance':3.360749 
'global_time':6.408358, 'hit_distance':3.361505 
'global_time':6.422359, 'hit_distance':3.361678 
'global_time':6.422359, 'hit_distance':3.361425 
'global_time':6.433872, 'hit_distance':3.361428 
'global_time':6.433872, 'hit_distance':3.361207 
'global_time':6.445168, 'hit_distance':3.361161 
'global_time':6.445168, 'hit_distance':3.361073 
'global_time':6.457319, 'hit_distance':3.361064 
