'gaze_vector':0.02, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':24.66317, 'gaze_vector_x':0.491253, 'gaze_vector_y':0.03286527, 'gaze_vector_z':0.8703827
'gaze_vector':24.67544, 'gaze_vector_x':0.4979802, 'gaze_vector_y':0.03799198, 'gaze_vector_z':0.8663436
'gaze_vector':24.68784, 'gaze_vector_x':0.495741, 'gaze_vector_y':0.03487, 'gaze_vector_z':0.8677492
'gaze_vector':24.69985, 'gaze_vector_x':0.501667, 'gaze_vector_y':0.04122322, 'gaze_vector_z':0.8640639
'gaze_vector':24.71095, 'gaze_vector_x':0.5028943, 'gaze_vector_y':0.04341066, 'gaze_vector_z':0.8632392
'gaze_vector':24.72288, 'gaze_vector_x':0.5041043, 'gaze_vector_y':0.04509817, 'gaze_vector_z':0.8624526
'gaze_vector':24.73688, 'gaze_vector_x':0.5066915, 'gaze_vector_y':0.04121144, 'gaze_vector_z':0.861127
'gaze_vector':24.74886, 'gaze_vector_x':0.5036447, 'gaze_vector_y':0.03704914, 'gaze_vector_z':0.8631102
'gaze_vector':24.76095, 'gaze_vector_x':0.5039961, 'gaze_vector_y':0.03847548, 'gaze_vector_z':0.8628455
'gaze_vector':24.77272, 'gaze_vector_x':0.493601, 'gaze_vector_y':0.03840094, 'gaze_vector_z':0.868836
'gaze_vector':24.78654, 'gaze_vector_x':0.4875713, 'gaze_vector_y':0.03936057, 'gaze_vector_z':0.8721852
'gaze_vector':24.7982, 'gaze_vector_x':0.4962619, 'gaze_vector_y':0.03341724, 'gaze_vector_z':0.8675272
'gaze_vector':24.80968, 'gaze_vector_x':0.4836651, 'gaze_vector_y':0.04189352, 'gaze_vector_z':0.8742387
'gaze_vector':24.82077, 'gaze_vector_x':0.4863625, 'gaze_vector_y':0.03860767, 'gaze_vector_z':0.8728906
'gaze_vector':24.83488, 'gaze_vector_x':0.4733206, 'gaze_vector_y':0.04662661, 'gaze_vector_z':0.8796424
'gaze_vector':24.84612, 'gaze_vector_x':0.4652568, 'gaze_vector_y':0.04867053, 'gaze_vector_z':0.883826
'gaze_vector':24.85817, 'gaze_vector_x':0.4580329, 'gaze_vector_y':0.03728662, 'gaze_vector_z':0.8881459
'gaze_vector':24.87106, 'gaze_vector_x':0.450143, 'gaze_vector_y':0.03822515, 'gaze_vector_z':0.8921234
'gaze_vector':24.88261, 'gaze_vector_x':0.4467999, 'gaze_vector_y':0.04405537, 'gaze_vector_z':0.8935457
'gaze_vector':24.89481, 'gaze_vector_x':0.4234933, 'gaze_vector_y':0.0461281, 'gaze_vector_z':0.9047195
'gaze_vector':24.90638, 'gaze_vector_x':0.418076, 'gaze_vector_y':0.06321007, 'gaze_vector_z':0.9062054
'gaze_vector':24.91792, 'gaze_vector_x':0.4113128, 'gaze_vector_y':0.06212582, 'gaze_vector_z':0.909372
'gaze_vector':24.93059, 'gaze_vector_x':0.3923331, 'gaze_vector_y':0.06378894, 'gaze_vector_z':0.9175926
'gaze_vector':24.9409, 'gaze_vector_x':0.3810592, 'gaze_vector_y':0.06288744, 'gaze_vector_z':0.9223909
'gaze_vector':24.95335, 'gaze_vector_x':0.3703262, 'gaze_vector_y':0.06162383, 'gaze_vector_z':0.9268466
'gaze_vector':24.96342, 'gaze_vector_x':0.3617731, 'gaze_vector_y':0.06102582, 'gaze_vector_z':0.9302524
'gaze_vector':24.9775, 'gaze_vector_x':0.3345644, 'gaze_vector_y':0.04683398, 'gaze_vector_z':0.9411932
'gaze_vector':24.98944, 'gaze_vector_x':0.301056, 'gaze_vector_y':0.05794744, 'gaze_vector_z':0.9518388
'gaze_vector':25.0009, 'gaze_vector_x':0.287321, 'gaze_vector_y':0.05970799, 'gaze_vector_z':0.9559675
'gaze_vector':25.01467, 'gaze_vector_x':0.2818078, 'gaze_vector_y':0.06665404, 'gaze_vector_z':0.9571494
'gaze_vector':25.02508, 'gaze_vector_x':0.2761891, 'gaze_vector_y':0.06505889, 'gaze_vector_z':0.958882
'gaze_vector':25.03751, 'gaze_vector_x':0.2538522, 'gaze_vector_y':0.05842262, 'gaze_vector_z':0.9654669
'gaze_vector':25.05049, 'gaze_vector_x':0.243595, 'gaze_vector_y':0.04991943, 'gaze_vector_z':0.9685782
'gaze_vector':25.06313, 'gaze_vector_x':0.2315285, 'gaze_vector_y':0.0469199, 'gaze_vector_z':0.9716797
'gaze_vector':25.07527, 'gaze_vector_x':0.2259532, 'gaze_vector_y':0.05322879, 'gaze_vector_z':0.9726789
'gaze_vector':25.08733, 'gaze_vector_x':0.2064676, 'gaze_vector_y':0.04852711, 'gaze_vector_z':0.9772443
'gaze_vector':25.09847, 'gaze_vector_x':0.2044006, 'gaze_vector_y':0.03866073, 'gaze_vector_z':0.9781145
'gaze_vector':25.11033, 'gaze_vector_x':0.1894107, 'gaze_vector_y':0.03633186, 'gaze_vector_z':0.9812099
'gaze_vector':25.12911, 'gaze_vector_x':0.1867049, 'gaze_vector_y':0.03779908, 'gaze_vector_z':0.9816782
'gaze_vector':25.14121, 'gaze_vector_x':0.1557583, 'gaze_vector_y':0.02546387, 'gaze_vector_z':0.987455
'gaze_vector':25.15469, 'gaze_vector_x':0.142841, 'gaze_vector_y':0.02105925, 'gaze_vector_z':0.9895133
'gaze_vector':25.16603, 'gaze_vector_x':0.1259313, 'gaze_vector_y':0.01945883, 'gaze_vector_z':0.9918395
'gaze_vector':25.17865, 'gaze_vector_x':0.1113802, 'gaze_vector_y':0.01302698, 'gaze_vector_z':0.9936804
'gaze_vector':25.1923, 'gaze_vector_x':0.09111489, 'gaze_vector_y':0.02918041, 'gaze_vector_z':0.9954
'gaze_vector':25.20622, 'gaze_vector_x':0.09187347, 'gaze_vector_y':0.0359381, 'gaze_vector_z':0.9951092
'gaze_vector':25.2198, 'gaze_vector_x':0.05971286, 'gaze_vector_y':0.03491647, 'gaze_vector_z':0.9975888
'gaze_vector':25.23202, 'gaze_vector_x':0.04700085, 'gaze_vector_y':0.03800401, 'gaze_vector_z':0.998161
'gaze_vector':25.2447, 'gaze_vector_x':0.04303914, 'gaze_vector_y':0.03684419, 'gaze_vector_z':0.998392
'gaze_vector':25.25646, 'gaze_vector_x':0.02784464, 'gaze_vector_y':0.03229997, 'gaze_vector_z':0.999088
'gaze_vector':25.26728, 'gaze_vector_x':0.0130051, 'gaze_vector_y':0.03415576, 'gaze_vector_z':0.9993202
'gaze_vector':25.2797, 'gaze_vector_x':0.002573648, 'gaze_vector_y':0.03304721, 'gaze_vector_z':0.9994432
'gaze_vector':25.29213, 'gaze_vector_x':-0.004232846, 'gaze_vector_y':0.03355823, 'gaze_vector_z':0.9994258
'gaze_vector':25.30541, 'gaze_vector_x':-0.01640394, 'gaze_vector_y':0.03177299, 'gaze_vector_z':0.9993518
'gaze_vector':25.31791, 'gaze_vector_x':-0.03764484, 'gaze_vector_y':0.02490427, 'gaze_vector_z':0.9989779
'gaze_vector':25.32985, 'gaze_vector_x':-0.05617096, 'gaze_vector_y':0.0251282, 'gaze_vector_z':0.998093
'gaze_vector':25.34304, 'gaze_vector_x':-0.06149654, 'gaze_vector_y':0.03117234, 'gaze_vector_z':0.9976069
'gaze_vector':25.35587, 'gaze_vector_x':-0.07171734, 'gaze_vector_y':0.0271569, 'gaze_vector_z':0.9970524
'gaze_vector':25.36722, 'gaze_vector_x':-0.08557358, 'gaze_vector_y':0.03064115, 'gaze_vector_z':0.9958546
'gaze_vector':25.37912, 'gaze_vector_x':-0.09908821, 'gaze_vector_y':0.0330923, 'gaze_vector_z':0.9945133
'gaze_vector':25.38968, 'gaze_vector_x':-0.1060609, 'gaze_vector_y':0.02982828, 'gaze_vector_z':0.9939088
'gaze_vector':25.40232, 'gaze_vector_x':-0.1157125, 'gaze_vector_y':0.03588881, 'gaze_vector_z':0.9926197
'gaze_vector':25.41365, 'gaze_vector_x':-0.1250626, 'gaze_vector_y':0.03648476, 'gaze_vector_z':0.991466
'gaze_vector':25.42607, 'gaze_vector_x':-0.1349426, 'gaze_vector_y':0.03519776, 'gaze_vector_z':0.9902138
'gaze_vector':25.43864, 'gaze_vector_x':-0.1415425, 'gaze_vector_y':0.03796427, 'gaze_vector_z':0.9891957
'gaze_vector':25.4522, 'gaze_vector_x':-0.1642614, 'gaze_vector_y':0.04419887, 'gaze_vector_z':0.9854103
'gaze_vector':25.46369, 'gaze_vector_x':-0.1750257, 'gaze_vector_y':0.04306174, 'gaze_vector_z':0.9836154
'gaze_vector':25.4768, 'gaze_vector_x':-0.1845797, 'gaze_vector_y':0.04584936, 'gaze_vector_z':0.9817371
'gaze_vector':25.49328, 'gaze_vector_x':-0.1952867, 'gaze_vector_y':0.04003619, 'gaze_vector_z':0.9799265
'gaze_vector':25.50504, 'gaze_vector_x':-0.2044496, 'gaze_vector_y':0.04151409, 'gaze_vector_z':0.9779869
'gaze_vector':25.51799, 'gaze_vector_x':-0.2239384, 'gaze_vector_y':0.04664735, 'gaze_vector_z':0.9734808
'gaze_vector':25.52986, 'gaze_vector_x':-0.2352934, 'gaze_vector_y':0.04765381, 'gaze_vector_z':0.9707513
'gaze_vector':25.54346, 'gaze_vector_x':-0.2455917, 'gaze_vector_y':0.05031192, 'gaze_vector_z':0.9680535
'gaze_vector':25.55492, 'gaze_vector_x':-0.255321, 'gaze_vector_y':0.04450905, 'gaze_vector_z':0.965816
'gaze_vector':25.56625, 'gaze_vector_x':-0.2619828, 'gaze_vector_y':0.0466076, 'gaze_vector_z':0.9639324
'gaze_vector':25.57868, 'gaze_vector_x':-0.2691735, 'gaze_vector_y':0.0521997, 'gaze_vector_z':0.9616645
'gaze_vector':25.59249, 'gaze_vector_x':-0.277953, 'gaze_vector_y':0.05628037, 'gaze_vector_z':0.9589312
'gaze_vector':25.60404, 'gaze_vector_x':-0.2883874, 'gaze_vector_y':0.04871532, 'gaze_vector_z':0.9562616
'gaze_vector':25.61391, 'gaze_vector_x':-0.2923679, 'gaze_vector_y':0.04690655, 'gaze_vector_z':0.9551497
'gaze_vector':25.62548, 'gaze_vector_x':-0.3038852, 'gaze_vector_y':0.04213145, 'gaze_vector_z':0.9517674
'gaze_vector':25.6403, 'gaze_vector_x':-0.3134521, 'gaze_vector_y':0.04557014, 'gaze_vector_z':0.9485
'gaze_vector':25.65234, 'gaze_vector_x':-0.3311621, 'gaze_vector_y':0.05045335, 'gaze_vector_z':0.9422138
'gaze_vector':25.66335, 'gaze_vector_x':-0.3354216, 'gaze_vector_y':0.05503847, 'gaze_vector_z':0.9404519
'gaze_vector':25.67821, 'gaze_vector_x':-0.3422213, 'gaze_vector_y':0.06048159, 'gaze_vector_z':0.9376668
'gaze_vector':25.69002, 'gaze_vector_x':-0.3560824, 'gaze_vector_y':0.0607621, 'gaze_vector_z':0.9324677
'gaze_vector':25.70123, 'gaze_vector_x':-0.3611671, 'gaze_vector_y':0.05467869, 'gaze_vector_z':0.9308919
'gaze_vector':25.71391, 'gaze_vector_x':-0.3661182, 'gaze_vector_y':0.05387085, 'gaze_vector_z':0.9289902
'gaze_vector':25.72754, 'gaze_vector_x':-0.3722822, 'gaze_vector_y':0.04502656, 'gaze_vector_z':0.9270157
'gaze_vector':25.73885, 'gaze_vector_x':-0.3821445, 'gaze_vector_y':0.03563206, 'gaze_vector_z':0.9234126
'gaze_vector':25.75102, 'gaze_vector_x':-0.3890493, 'gaze_vector_y':0.03769723, 'gaze_vector_z':0.9204414
'gaze_vector':25.7636, 'gaze_vector_x':-0.3979532, 'gaze_vector_y':0.04353826, 'gaze_vector_z':0.9163575
'gaze_vector':25.77728, 'gaze_vector_x':-0.4061481, 'gaze_vector_y':0.0546044, 'gaze_vector_z':0.9121655
'gaze_vector':25.78875, 'gaze_vector_x':-0.4127978, 'gaze_vector_y':0.05350712, 'gaze_vector_z':0.9092441
'gaze_vector':25.80096, 'gaze_vector_x':-0.4175176, 'gaze_vector_y':0.05152249, 'gaze_vector_z':0.9071944
'gaze_vector':25.81313, 'gaze_vector_x':-0.4237926, 'gaze_vector_y':0.04989558, 'gaze_vector_z':0.9043705
'gaze_vector':25.82788, 'gaze_vector_x':-0.4262087, 'gaze_vector_y':0.04496153, 'gaze_vector_z':0.9034925
'gaze_vector':25.84002, 'gaze_vector_x':-0.4379425, 'gaze_vector_y':0.04860958, 'gaze_vector_z':0.8976748
'gaze_vector':25.85214, 'gaze_vector_x':-0.4461598, 'gaze_vector_y':0.04777126, 'gaze_vector_z':0.8936628
'gaze_vector':25.86461, 'gaze_vector_x':-0.4527321, 'gaze_vector_y':0.05385839, 'gaze_vector_z':0.8900054
'gaze_vector':25.87751, 'gaze_vector_x':-0.4540129, 'gaze_vector_y':0.05554409, 'gaze_vector_z':0.8892518
'gaze_vector':25.88922, 'gaze_vector_x':-0.4639138, 'gaze_vector_y':0.0630509, 'gaze_vector_z':0.8836169
'gaze_vector':25.9009, 'gaze_vector_x':-0.459572, 'gaze_vector_y':0.065979, 'gaze_vector_z':0.8856729
'gaze_vector':25.91506, 'gaze_vector_x':-0.4659416, 'gaze_vector_y':0.05967303, 'gaze_vector_z':0.8827932
'gaze_vector':25.92621, 'gaze_vector_x':-0.4782536, 'gaze_vector_y':0.067462, 'gaze_vector_z':0.8756211
'gaze_vector':25.93861, 'gaze_vector_x':-0.4809415, 'gaze_vector_y':0.05885156, 'gaze_vector_z':0.8747577
'gaze_vector':25.96258, 'gaze_vector_x':-0.4951771, 'gaze_vector_y':0.06373124, 'gaze_vector_z':0.8664401
'gaze_vector':25.97328, 'gaze_vector_x':-0.5018989, 'gaze_vector_y':0.05112496, 'gaze_vector_z':0.8634045
'gaze_vector':25.98561, 'gaze_vector_x':-0.5014262, 'gaze_vector_y':0.05253085, 'gaze_vector_z':0.8635998
'gaze_vector':25.99606, 'gaze_vector_x':-0.5020409, 'gaze_vector_y':0.0531324, 'gaze_vector_z':0.8632038
'gaze_vector':26.00953, 'gaze_vector_x':-0.5015526, 'gaze_vector_y':0.0542767, 'gaze_vector_z':0.8634153
'gaze_vector':26.02122, 'gaze_vector_x':-0.4972321, 'gaze_vector_y':0.05323406, 'gaze_vector_z':0.8659658
'gaze_vector':26.03489, 'gaze_vector_x':-0.4941362, 'gaze_vector_y':0.05164567, 'gaze_vector_z':0.8678433
'gaze_vector':26.0468, 'gaze_vector_x':-0.4921409, 'gaze_vector_y':0.04284367, 'gaze_vector_z':0.8694488
'gaze_vector':26.0604, 'gaze_vector_x':-0.4860074, 'gaze_vector_y':0.04426016, 'gaze_vector_z':0.8728262
'gaze_vector':26.07148, 'gaze_vector_x':-0.4797266, 'gaze_vector_y':0.0445845, 'gaze_vector_z':0.8762682
'gaze_vector':26.08332, 'gaze_vector_x':-0.4662635, 'gaze_vector_y':0.03992961, 'gaze_vector_z':0.8837298
'gaze_vector':26.09816, 'gaze_vector_x':-0.4584392, 'gaze_vector_y':0.05369437, 'gaze_vector_z':0.887089
'gaze_vector':26.10998, 'gaze_vector_x':-0.4496602, 'gaze_vector_y':0.05477426, 'gaze_vector_z':0.891515
'gaze_vector':26.121, 'gaze_vector_x':-0.4507965, 'gaze_vector_y':0.05204954, 'gaze_vector_z':0.8911033
'gaze_vector':26.13363, 'gaze_vector_x':-0.4510458, 'gaze_vector_y':0.05056491, 'gaze_vector_z':0.8910525
'gaze_vector':26.15109, 'gaze_vector_x':-0.4339296, 'gaze_vector_y':0.04632021, 'gaze_vector_z':0.8997481
'gaze_vector':26.16397, 'gaze_vector_x':-0.4280789, 'gaze_vector_y':0.04556478, 'gaze_vector_z':0.9025736
'gaze_vector':26.17649, 'gaze_vector_x':-0.4192256, 'gaze_vector_y':0.04556711, 'gaze_vector_z':0.9067364
'gaze_vector':26.18852, 'gaze_vector_x':-0.4099772, 'gaze_vector_y':0.04539946, 'gaze_vector_z':0.9109583
'gaze_vector':26.20165, 'gaze_vector_x':-0.4011913, 'gaze_vector_y':0.0391918, 'gaze_vector_z':0.9151441
'gaze_vector':26.21343, 'gaze_vector_x':-0.3928845, 'gaze_vector_y':0.03929809, 'gaze_vector_z':0.9187465
'gaze_vector':26.22587, 'gaze_vector_x':-0.386004, 'gaze_vector_y':0.04105069, 'gaze_vector_z':0.9215818
'gaze_vector':26.2398, 'gaze_vector_x':-0.3684527, 'gaze_vector_y':0.04149084, 'gaze_vector_z':0.9287171
'gaze_vector':26.25213, 'gaze_vector_x':-0.3582558, 'gaze_vector_y':0.04129862, 'gaze_vector_z':0.932698
'gaze_vector':26.26291, 'gaze_vector_x':-0.3466314, 'gaze_vector_y':0.04280596, 'gaze_vector_z':0.9370175
'gaze_vector':26.27316, 'gaze_vector_x':-0.3345358, 'gaze_vector_y':0.04653507, 'gaze_vector_z':0.9412245
'gaze_vector':26.28691, 'gaze_vector_x':-0.3255528, 'gaze_vector_y':0.05404826, 'gaze_vector_z':0.9439688
'gaze_vector':26.29794, 'gaze_vector_x':-0.3147283, 'gaze_vector_y':0.04556762, 'gaze_vector_z':0.9480772
'gaze_vector':26.31099, 'gaze_vector_x':-0.3071032, 'gaze_vector_y':0.04743093, 'gaze_vector_z':0.950482
'gaze_vector':26.32295, 'gaze_vector_x':-0.2998094, 'gaze_vector_y':0.05799608, 'gaze_vector_z':0.9522299
'gaze_vector':26.33545, 'gaze_vector_x':-0.2917971, 'gaze_vector_y':0.06330045, 'gaze_vector_z':0.9543793
'gaze_vector':26.348, 'gaze_vector_x':-0.2765474, 'gaze_vector_y':0.06668673, 'gaze_vector_z':0.9586731
'gaze_vector':26.3609, 'gaze_vector_x':-0.2455135, 'gaze_vector_y':0.06847459, 'gaze_vector_z':0.9669698
'gaze_vector':26.37281, 'gaze_vector_x':-0.2324514, 'gaze_vector_y':0.06999586, 'gaze_vector_z':0.9700772
'gaze_vector':26.38704, 'gaze_vector_x':-0.2226937, 'gaze_vector_y':0.07054405, 'gaze_vector_z':0.972323
'gaze_vector':26.39932, 'gaze_vector_x':-0.2138858, 'gaze_vector_y':0.07323086, 'gaze_vector_z':0.9741034
'gaze_vector':26.41081, 'gaze_vector_x':-0.204774, 'gaze_vector_y':0.0722354, 'gaze_vector_z':0.9761339
'gaze_vector':26.42206, 'gaze_vector_x':-0.2025105, 'gaze_vector_y':0.06115466, 'gaze_vector_z':0.9773534
'gaze_vector':26.4355, 'gaze_vector_x':-0.1914399, 'gaze_vector_y':0.05948218, 'gaze_vector_z':0.9796968
'gaze_vector':26.4473, 'gaze_vector_x':-0.1801891, 'gaze_vector_y':0.05829176, 'gaze_vector_z':0.9818969
'gaze_vector':26.4595, 'gaze_vector_x':-0.1699704, 'gaze_vector_y':0.05880509, 'gaze_vector_z':0.9836816
'gaze_vector':26.47252, 'gaze_vector_x':-0.1591183, 'gaze_vector_y':0.05855522, 'gaze_vector_z':0.9855096
'gaze_vector':26.48493, 'gaze_vector_x':-0.1354373, 'gaze_vector_y':0.0556814, 'gaze_vector_z':0.9892141
'gaze_vector':26.49659, 'gaze_vector_x':-0.1174972, 'gaze_vector_y':0.05526462, 'gaze_vector_z':0.991527
'gaze_vector':26.50875, 'gaze_vector_x':-0.1014243, 'gaze_vector_y':0.0562941, 'gaze_vector_z':0.9932395
'gaze_vector':26.52146, 'gaze_vector_x':-0.08803003, 'gaze_vector_y':0.05148772, 'gaze_vector_z':0.994775
'gaze_vector':26.53484, 'gaze_vector_x':-0.07877184, 'gaze_vector_y':0.05312169, 'gaze_vector_z':0.9954726
'gaze_vector':26.54655, 'gaze_vector_x':-0.06800097, 'gaze_vector_y':0.05931312, 'gaze_vector_z':0.9959085
'gaze_vector':26.55859, 'gaze_vector_x':-0.05714157, 'gaze_vector_y':0.05569423, 'gaze_vector_z':0.9968057
'gaze_vector':26.57107, 'gaze_vector_x':-0.04710181, 'gaze_vector_y':0.057587, 'gaze_vector_z':0.9972239
'gaze_vector':26.58358, 'gaze_vector_x':-0.02597714, 'gaze_vector_y':0.05484633, 'gaze_vector_z':0.9981532
'gaze_vector':26.59538, 'gaze_vector_x':-0.01166537, 'gaze_vector_y':0.05340809, 'gaze_vector_z':0.9984955
'gaze_vector':26.60647, 'gaze_vector_x':-0.0009725429, 'gaze_vector_y':0.05030196, 'gaze_vector_z':0.9987219
'gaze_vector':26.62107, 'gaze_vector_x':0.01104047, 'gaze_vector_y':0.04983662, 'gaze_vector_z':0.9986914
'gaze_vector':26.63357, 'gaze_vector_x':0.01912707, 'gaze_vector_y':0.04914807, 'gaze_vector_z':0.9985958
'gaze_vector':26.64573, 'gaze_vector_x':0.02878564, 'gaze_vector_y':0.04849038, 'gaze_vector_z':0.9984029
'gaze_vector':26.66296, 'gaze_vector_x':0.05509932, 'gaze_vector_y':0.05372291, 'gaze_vector_z':0.9970259
'gaze_vector':26.67575, 'gaze_vector_x':0.06214084, 'gaze_vector_y':0.05088935, 'gaze_vector_z':0.9967553
'gaze_vector':26.68749, 'gaze_vector_x':0.06354174, 'gaze_vector_y':0.05019517, 'gaze_vector_z':0.9967083
'gaze_vector':26.69906, 'gaze_vector_x':0.07069885, 'gaze_vector_y':0.04665843, 'gaze_vector_z':0.9963974
'gaze_vector':26.71312, 'gaze_vector_x':0.0768017, 'gaze_vector_y':0.04928441, 'gaze_vector_z':0.9958171
'gaze_vector':26.72543, 'gaze_vector_x':0.08477779, 'gaze_vector_y':0.04363817, 'gaze_vector_z':0.9954327
'gaze_vector':26.73703, 'gaze_vector_x':0.09508065, 'gaze_vector_y':0.04234558, 'gaze_vector_z':0.9945617
'gaze_vector':26.74899, 'gaze_vector_x':0.09430976, 'gaze_vector_y':0.02604809, 'gaze_vector_z':0.9951931
'gaze_vector':26.76198, 'gaze_vector_x':0.1167076, 'gaze_vector_y':0.03153854, 'gaze_vector_z':0.9926628
'gaze_vector':26.77428, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.78503, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.79656, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.8099, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.82095, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.83191, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.84234, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.85518, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.86568, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.87803, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':26.8896, 'gaze_vector_x':0.229556, 'gaze_vector_y':0.06286256, 'gaze_vector_z':0.9712469
'gaze_vector':26.90168, 'gaze_vector_x':0.2321213, 'gaze_vector_y':0.07076879, 'gaze_vector_z':0.9700909
'gaze_vector':26.91367, 'gaze_vector_x':0.2468547, 'gaze_vector_y':0.06358241, 'gaze_vector_z':0.966957
'gaze_vector':26.92558, 'gaze_vector_x':0.2512237, 'gaze_vector_y':0.06449519, 'gaze_vector_z':0.9657686
'gaze_vector':26.93709, 'gaze_vector_x':0.2561167, 'gaze_vector_y':0.06261569, 'gaze_vector_z':0.9646082
'gaze_vector':26.95042, 'gaze_vector_x':0.2693501, 'gaze_vector_y':0.05832928, 'gaze_vector_z':0.9612614
'gaze_vector':26.96185, 'gaze_vector_x':0.2831141, 'gaze_vector_y':0.0596072, 'gaze_vector_z':0.9572252
'gaze_vector':26.97272, 'gaze_vector_x':0.2915107, 'gaze_vector_y':0.06603119, 'gaze_vector_z':0.9542774
'gaze_vector':26.98443, 'gaze_vector_x':0.2965526, 'gaze_vector_y':0.0618754, 'gaze_vector_z':0.9529982
'gaze_vector':26.99746, 'gaze_vector_x':0.3064321, 'gaze_vector_y':0.06929626, 'gaze_vector_z':0.9493512
'gaze_vector':27.00884, 'gaze_vector_x':0.3083821, 'gaze_vector_y':0.07400035, 'gaze_vector_z':0.9483654
'gaze_vector':27.02138, 'gaze_vector_x':0.3200174, 'gaze_vector_y':0.07065704, 'gaze_vector_z':0.9447617
'gaze_vector':27.03505, 'gaze_vector_x':0.3341242, 'gaze_vector_y':0.06751233, 'gaze_vector_z':0.9400955
'gaze_vector':27.05055, 'gaze_vector_x':0.3522296, 'gaze_vector_y':0.06562197, 'gaze_vector_z':0.9335979
'gaze_vector':27.06303, 'gaze_vector_x':0.36117, 'gaze_vector_y':0.06581584, 'gaze_vector_z':0.9301687
'gaze_vector':27.07515, 'gaze_vector_x':0.3704057, 'gaze_vector_y':0.06503541, 'gaze_vector_z':0.9265789
'gaze_vector':27.0895, 'gaze_vector_x':0.3804308, 'gaze_vector_y':0.06489403, 'gaze_vector_z':0.9225252
'gaze_vector':27.10297, 'gaze_vector_x':0.3895453, 'gaze_vector_y':0.0640757, 'gaze_vector_z':0.9187703
'gaze_vector':27.11324, 'gaze_vector_x':0.3987742, 'gaze_vector_y':0.05787233, 'gaze_vector_z':0.9152173
'gaze_vector':27.12617, 'gaze_vector_x':0.4054826, 'gaze_vector_y':0.06434353, 'gaze_vector_z':0.9118333
'gaze_vector':27.13862, 'gaze_vector_x':0.4106567, 'gaze_vector_y':0.06637507, 'gaze_vector_z':0.9093676
'gaze_vector':27.15006, 'gaze_vector_x':0.4259498, 'gaze_vector_y':0.06523619, 'gaze_vector_z':0.9023734
'gaze_vector':27.16192, 'gaze_vector_x':0.4322298, 'gaze_vector_y':0.06002953, 'gaze_vector_z':0.8997593
'gaze_vector':27.17304, 'gaze_vector_x':0.4371911, 'gaze_vector_y':0.0596868, 'gaze_vector_z':0.8973719
'gaze_vector':27.18609, 'gaze_vector_x':0.4437987, 'gaze_vector_y':0.05813911, 'gaze_vector_z':0.8942357
'gaze_vector':27.20469, 'gaze_vector_x':0.4483507, 'gaze_vector_y':0.05113816, 'gaze_vector_z':0.892384
'gaze_vector':27.21727, 'gaze_vector_x':0.4581869, 'gaze_vector_y':0.06275798, 'gaze_vector_z':0.886624
'gaze_vector':27.23009, 'gaze_vector_x':0.4572361, 'gaze_vector_y':0.06048831, 'gaze_vector_z':0.8872717
'gaze_vector':27.24214, 'gaze_vector_x':0.4574428, 'gaze_vector_y':0.05914305, 'gaze_vector_z':0.8872522
'gaze_vector':27.25544, 'gaze_vector_x':0.4584061, 'gaze_vector_y':0.06029537, 'gaze_vector_z':0.8866838
'gaze_vector':27.26758, 'gaze_vector_x':0.4593093, 'gaze_vector_y':0.05741619, 'gaze_vector_z':0.8864146
'gaze_vector':27.28097, 'gaze_vector_x':0.4576544, 'gaze_vector_y':0.05652436, 'gaze_vector_z':0.8873222
'gaze_vector':27.29313, 'gaze_vector_x':0.4566865, 'gaze_vector_y':0.05687127, 'gaze_vector_z':0.8878018
'gaze_vector':27.30411, 'gaze_vector_x':0.4544576, 'gaze_vector_y':0.05784589, 'gaze_vector_z':0.8888859
'gaze_vector':27.32399, 'gaze_vector_x':0.4475231, 'gaze_vector_y':0.06075364, 'gaze_vector_z':0.8921889
'gaze_vector':27.33664, 'gaze_vector_x':0.4441786, 'gaze_vector_y':0.0609808, 'gaze_vector_z':0.8938466
'gaze_vector':27.34725, 'gaze_vector_x':0.4581118, 'gaze_vector_y':0.05818039, 'gaze_vector_z':0.886981
'gaze_vector':27.35921, 'gaze_vector_x':0.4512272, 'gaze_vector_y':0.05127707, 'gaze_vector_z':0.8909163
'gaze_vector':27.37248, 'gaze_vector_x':0.4282983, 'gaze_vector_y':0.05238898, 'gaze_vector_z':0.9021153
